CustomerID,churn_probability,churn_risk_label,churned
10517,6.588575e-05,Low,0
10518,0.27223867,Low,0
10519,0.0003874087,Low,0
10520,0.00012741196,Low,0
10521,0.00047709534,Low,0
10522,0.00041813386,Low,0
10523,0.0002437027,Low,0
10524,0.0004454812,Low,0
10525,0.009161286,Low,0
10526,0.0006201468,Low,0
10527,0.00091401517,Low,0
10528,0.012004952,Low,0
10529,0.0004064896,Low,0
10530,0.0010482225,Low,0
10531,0.00026495353,Low,0
10532,0.0037989123,Low,0
10533,0.99691594,High,1
10534,0.00055632927,Low,0
10535,0.0011607739,Low,0
10536,0.003015963,Low,0
10537,0.0006779013,Low,0
10538,0.0001880402,Low,0
10539,0.0010653462,Low,0
10540,0.00071460224,Low,0
10541,0.00029157486,Low,0
10542,0.00022598167,Low,0
10543,0.014822141,Low,0
10544,0.121366136,Low,0
10545,0.00010137634,Low,0
10546,0.0028761004,Low,0
10547,0.0009290928,Low,0
10548,0.0012559671,Low,0
10549,0.00054363493,Low,0
10550,0.0008785562,Low,0
10551,0.45717943,Medium,0
10552,0.00022745244,Low,0
10553,0.00010005065,Low,0
10554,0.057645593,Low,0
10555,0.0018148135,Low,0
10556,0.06359052,Low,0
10557,0.0016768171,Low,0
10558,0.002225637,Low,0
10559,0.0020061573,Low,0
10560,0.0018481867,Low,0
10561,7.676839e-05,Low,0
10562,0.0043736235,Low,0
10563,0.99454474,High,1
10564,0.0006266494,Low,0
10565,0.00043221618,Low,0
10566,0.0006325967,Low,0
10567,0.0022095595,Low,0
10568,0.0010716629,Low,0
10569,0.002473144,Low,0
10570,0.00061024737,Low,0
10571,0.10322108,Low,0
10572,0.0016182292,Low,0
10573,0.0005569352,Low,0
10574,0.00031802047,Low,0
10575,0.00055839185,Low,0
10576,0.5193388,Medium,0
10577,0.3291708,Medium,0
10578,0.00015156348,Low,0
10579,0.0012171014,Low,0
10580,0.0007422751,Low,0
10581,0.00067759224,Low,0
10582,0.00013225456,Low,0
10583,0.0005566791,Low,0
10584,0.0003716824,Low,0
10585,0.00071024854,Low,0
10586,0.0001443405,Low,0
10587,0.0014963113,Low,0
10588,0.0012223276,Low,0
10589,0.0004021071,Low,0
10590,0.00021352689,Low,0
10591,0.0009352994,Low,0
10592,0.0063783075,Low,0
10593,0.9909168,High,1
10594,0.0003608311,Low,0
10595,0.00015195041,Low,0
10596,0.00037481956,Low,0
10597,0.00041158963,Low,0
10598,0.00070616027,Low,0
10599,0.00018302439,Low,0
10600,0.0016888187,Low,0
10601,6.444313e-05,Low,0
10602,0.0059296438,Low,0
10603,0.003907317,Low,0
10604,0.00019284287,Low,0
10605,0.0007254695,Low,0
10606,0.05141764,Low,0
10607,0.00026748868,Low,0
10608,0.00013268137,Low,0
10609,0.0058602584,Low,0
10610,0.01948311,Low,0
10611,0.0009744184,Low,0
10612,0.000266228,Low,0
10613,8.29411e-05,Low,0
10614,0.0044198236,Low,0
10615,0.9914004,High,1
10616,7.432892e-05,Low,0
10617,0.00046124277,Low,0
10618,0.00089510676,Low,0
10619,0.0027326492,Low,0
10620,0.00028773854,Low,0
10621,0.00049286615,Low,0
10622,0.0011736305,Low,0
10623,0.00051618245,Low,0
10624,0.00016108036,Low,0
10625,0.0003330434,Low,0
10626,0.0010450464,Low,0
10627,0.00018454,Low,0
10628,0.00071628595,Low,0
10629,0.00014000859,Low,0
10630,0.00010717548,Low,0
10631,0.00010384619,Low,0
10632,0.00015354702,Low,0
10633,0.0004163081,Low,0
10634,0.0017106509,Low,0
10635,0.9894271,High,1
10636,0.00030474082,Low,0
10637,0.0025002216,Low,0
10638,0.00044680422,Low,0
10639,0.0138030285,Low,0
10640,0.001878345,Low,0
10641,0.0012641504,Low,0
10642,0.99801385,High,1
10643,0.00064378406,Low,0
10644,0.0028872257,Low,0
10645,0.00064423395,Low,0
10646,0.000196458,Low,0
10647,6.6309825e-05,Low,0
10648,0.0006158072,Low,0
10649,0.000564065,Low,0
10650,0.0014318784,Low,0
10651,0.00055600406,Low,0
10652,0.002742462,Low,0
10653,0.0023741608,Low,0
10654,0.0009470508,Low,0
10655,0.00037208677,Low,0
10656,0.0023118155,Low,0
10657,0.00013507376,Low,0
10658,0.00063947355,Low,0
10659,0.00014882912,Low,0
10660,0.36251175,Medium,0
10661,0.0018633815,Low,0
10662,0.0002583594,Low,0
10663,0.0011274972,Low,0
10664,0.0016701824,Low,0
10665,0.001302594,Low,0
10666,0.00090753066,Low,0
10667,0.0007075904,Low,0
10668,0.00048016038,Low,0
10669,0.000775015,Low,0
10670,0.004199858,Low,0
10671,2.5198515e-05,Low,0
10672,0.00072749,Low,0
10673,0.00050518825,Low,0
10674,0.0012572017,Low,0
10675,0.00052494125,Low,0
10676,0.000215656,Low,0
10677,0.000114865,Low,0
10678,0.0018311649,Low,0
10679,5.87719e-05,Low,0
